,value,percentage,datetime,type,cod_ccaa,ccaa
791,9296.278,0.006979452891178,2020,Solar térmica,7,Castilla - La Mancha
792,22558.459,0.0278666632224609,2019,Otras renovables,7,Castilla - La Mancha
793,28162.871,0.0398238162993361,2020,Otras renovables,7,Castilla - La Mancha
794,37175.678,0.0305081858079433,2020,Otras renovables,7,Castilla - La Mancha
795,39401.13,0.0442121530732011,2020,Otras renovables,7,Castilla - La Mancha
796,46921.937,0.0440846816705004,2020,Otras renovables,7,Castilla - La Mancha
797,47535.038,0.0426640328500817,2020,Otras renovables,7,Castilla - La Mancha
798,45051.821,0.0418978730896198,2020,Otras renovables,7,Castilla - La Mancha
799,44728.144,0.0433539270867417,2020,Otras renovables,7,Castilla - La Mancha
800,44177.103,0.0457326144647289,2020,Otras renovables,7,Castilla - La Mancha
801,40519.955,0.0363525481390428,2020,Otras renovables,7,Castilla - La Mancha
802,48471.791,0.0687179871976981,2020,Otras renovables,7,Castilla - La Mancha
803,44179.225,0.0331688466778054,2020,Otras renovables,7,Castilla - La Mancha
804,65930.749,0.0504108067448868,2020,Hidráulica,7,Castilla - La Mancha
805,107799.992,0.0918414599340382,2021,Hidráulica,7,Castilla - La Mancha
806,72057.474,0.0686717188046474,2021,Hidráulica,7,Castilla - La Mancha
807,88528.372,0.0990221871908621,2021,Hidráulica,7,Castilla - La Mancha
808,84699.337,0.0673594180822196,2021,Hidráulica,7,Castilla - La Mancha
809,74257.308,0.0674817389484813,2021,Hidráulica,7,Castilla - La Mancha
810,68318.271,0.0549734262136629,2021,Hidráulica,7,Castilla - La Mancha
811,53936.446,0.0506490033521858,2021,Hidráulica,7,Castilla - La Mancha
812,51631.927,0.0568129475006624,2021,Hidráulica,7,Castilla - La Mancha
813,27011.151,0.0316811583727444,2021,Hidráulica,7,Castilla - La Mancha
814,37958.265,0.0326296106083829,2021,Hidráulica,7,Castilla - La Mancha
815,58865.234,0.042375826556504,2021,Hidráulica,7,Castilla - La Mancha
816,1039601.3,0.7948816147384152,2020,Eólica,7,Castilla - La Mancha
817,822550.306,0.7007813226204129,2021,Eólica,7,Castilla - La Mancha
818,615884.455,0.5869459719045039,2021,Eólica,7,Castilla - La Mancha
819,463462.145,0.518399178040555,2021,Eólica,7,Castilla - La Mancha
820,619434.686,0.4926220377486835,2021,Eólica,7,Castilla - La Mancha
821,484890.893,0.4406472782439409,2021,Eólica,7,Castilla - La Mancha
822,528758.071,0.4254739233813056,2021,Eólica,7,Castilla - La Mancha
823,451939.404,0.4243935610474012,2021,Eólica,7,Castilla - La Mancha
824,386811.239,0.4256259235486829,2021,Eólica,7,Castilla - La Mancha
825,409796.775,0.4806472900549454,2021,Eólica,7,Castilla - La Mancha
826,801762.851,0.6892098368668055,2021,Eólica,7,Castilla - La Mancha
827,1059295.771,0.7625644342793961,2021,Eólica,7,Castilla - La Mancha
828,147622.462,0.1128724838707111,2020,Solar fotovoltaica,7,Castilla - La Mancha
829,179416.838,0.1528562668044431,2021,Solar fotovoltaica,7,Castilla - La Mancha
830,279107.051,0.2659926841546844,2021,Solar fotovoltaica,7,Castilla - La Mancha
831,263484.831,0.2947173168081603,2021,Solar fotovoltaica,7,Castilla - La Mancha
832,418758.771,0.333029137304646,2021,Solar fotovoltaica,7,Castilla - La Mancha
833,412116.956,0.3745135608879706,2021,Solar fotovoltaica,7,Castilla - La Mancha
834,475133.436,0.3823239742936434,2021,Solar fotovoltaica,7,Castilla - La Mancha
835,421491.823,0.3958017692905815,2021,Solar fotovoltaica,7,Castilla - La Mancha
836,361543.157,0.3978223086243662,2021,Solar fotovoltaica,7,Castilla - La Mancha
837,325402.741,0.3816622169320421,2021,Solar fotovoltaica,7,Castilla - La Mancha
838,255340.98,0.2194957211496074,2021,Solar fotovoltaica,7,Castilla - La Mancha
839,207826.832,0.1496101041001504,2021,Solar fotovoltaica,7,Castilla - La Mancha
840,12293.822,0.0093998854009384,2020,Solar térmica,7,Castilla - La Mancha
841,21885.85,0.018645905056258,2021,Solar térmica,7,Castilla - La Mancha
842,34415.726,0.0327986387412052,2021,Solar térmica,7,Castilla - La Mancha
843,38516.129,0.043081683866336,2021,Solar térmica,7,Castilla - La Mancha
844,86040.151,0.0684257363557203,2021,Solar térmica,7,Castilla - La Mancha
845,86656.674,0.0787497313127975,2021,Solar térmica,7,Castilla - La Mancha
846,120940.042,0.0973164042041447,2021,Solar térmica,7,Castilla - La Mancha
847,90600.421,0.0850782980202004,2021,Solar térmica,7,Castilla - La Mancha
848,60921.652,0.0670348526160881,2021,Solar térmica,7,Castilla - La Mancha
849,41716.972,0.0489294957021026,2021,Solar térmica,7,Castilla - La Mancha
850,21788.45,0.0187297453995914,2021,Solar térmica,7,Castilla - La Mancha
851,10534.448,0.0075835244503829,2021,Solar térmica,7,Castilla - La Mancha
852,42421.016,0.0324352092450482,2020,Otras renovables,7,Castilla - La Mancha
853,42108.756,0.0358750455848474,2021,Otras renovables,7,Castilla - La Mancha
854,47838.781,0.0455909863949589,2021,Otras renovables,7,Castilla - La Mancha
855,40034.14,0.0447796340940865,2021,Otras renovables,7,Castilla - La Mancha
856,48490.878,0.0385636705087302,2021,Otras renovables,7,Castilla - La Mancha
857,42484.133,0.0386076906068095,2021,Otras renovables,7,Castilla - La Mancha
858,49601.009,0.0399122719072432,2021,Otras renovables,7,Castilla - La Mancha
859,46938.27,0.0440773682896311,2021,Otras renovables,7,Castilla - La Mancha
860,47897.663,0.0527039677102003,2021,Otras renovables,7,Castilla - La Mancha
861,48665.902,0.0570798389381652,2021,Otras renovables,7,Castilla - La Mancha
862,46456.778,0.0399350859756127,2021,Otras renovables,7,Castilla - La Mancha
863,52600.684,0.0378661106135665,2021,Otras renovables,7,Castilla - La Mancha
864,498000.701,0.2695354577159807,2018,Hidráulica,8,Castilla y León
865,532852.413,0.4072416547087818,2019,Hidráulica,8,Castilla y León
866,525850.947,0.2899545373278027,2019,Hidráulica,8,Castilla y León
867,371615.305,0.2425872217114319,2019,Hidráulica,8,Castilla y León
868,295840.986,0.1897889178334841,2019,Hidráulica,8,Castilla y León
869,194490.28,0.1802045789434856,2019,Hidráulica,8,Castilla y León
870,349848.65,0.3003455633053471,2019,Hidráulica,8,Castilla y León
871,359216.117,0.3312956374714962,2019,Hidráulica,8,Castilla y León
872,399504.226,0.2719088885328088,2019,Hidráulica,8,Castilla y León
873,229935.938,0.1929941914537576,2019,Hidráulica,8,Castilla y León
874,410281.133,0.1763350636114241,2019,Hidráulica,8,Castilla y León
875,1326686.653,0.4893434602218769,2019,Hidráulica,8,Castilla y León
876,1277136.993,0.6912313642993572,2018,Eólica,8,Castilla y León
877,685497.884,0.5239035908795417,2019,Eólica,8,Castilla y León
878,1176169.894,0.648540806818516,2019,Eólica,8,Castilla y León
879,1071785.443,0.699652165532112,2019,Eólica,8,Castilla y León
880,1138472.047,0.7303564685381407,2019,Eólica,8,Castilla y León
881,763644.114,0.7075529225730001,2019,Eólica,8,Castilla y León
882,695703.645,0.5972625681165504,2019,Eólica,8,Castilla y León
883,614050.53,0.5663227571051888,2019,Eólica,8,Castilla y León
884,964221.211,0.6562641912648227,2019,Eólica,8,Castilla y León
885,877171.412,0.7362441421631575,2019,Eólica,8,Castilla y León
886,1863694.203,0.8009986553250732,2019,Eólica,8,Castilla y León
887,1329337.817,0.490321332247982,2019,Eólica,8,Castilla y León
888,46466.023,0.025149042465999,2018,Solar fotovoltaica,8,Castilla y León
889,65757.36,0.0502561974804852,2019,Solar fotovoltaica,8,Castilla y León
890,89369.758,0.049278539821642,2019,Solar fotovoltaica,8,Castilla y León
891,74027.051,0.0483242116025885,2019,Solar fotovoltaica,8,Castilla y León
892,102920.847,0.0660261326151596,2019,Solar fotovoltaica,8,Castilla y León
893,95087.708,0.0881033251782099,2019,Solar fotovoltaica,8,Castilla y León
894,95817.868,0.0822597758750173,2019,Solar fotovoltaica,8,Castilla y León
895,92227.992,0.0850594668678411,2019,Solar fotovoltaica,8,Castilla y León
896,79396.164,0.0540382837076887,2019,Solar fotovoltaica,8,Castilla y León
897,59072.731,0.0495820447011216,2019,Solar fotovoltaica,8,Castilla y León
898,30794.852,0.0132353446199642,2019,Solar fotovoltaica,8,Castilla y León
899,33319.141,0.0122896418017711,2019,Solar fotovoltaica,8,Castilla y León
900,26022.214,0.014084135518663,2018,Otras renovables,8,Castilla y León
901,24335.148,0.0185985569311911,2019,Otras renovables,8,Castilla y León
902,22172.837,0.0122261160320393,2019,Otras renovables,8,Castilla y León
903,14455.465,0.0094364011538675,2019,Otras renovables,8,Castilla y León
904,21555.692,0.0138284810132152,2019,Otras renovables,8,Castilla y León
905,26052.804,0.0241391733053042,2019,Otras renovables,8,Castilla y León
906,23450.273,0.020132092703085,2019,Otras renovables,8,Castilla y León
907,18781.99,0.0173221385554737,2019,Otras renovables,8,Castilla y León
908,26136.091,0.0177886364946796,2019,Otras renovables,8,Castilla y León
909,25233.693,0.0211796216819631,2019,Otras renovables,8,Castilla y León
910,21943.085,0.0094309364435383,2019,Otras renovables,8,Castilla y León
911,21812.787,0.00804556572837,2019,Otras renovables,8,Castilla y León
912,1150910.25,0.4647767381308631,2019,Hidráulica,8,Castilla y León
913,791605.827,0.4172246904364876,2020,Hidráulica,8,Castilla y León
914,549093.805,0.2707668302162797,2020,Hidráulica,8,Castilla y León
915,722562.473,0.4514352639598731,2020,Hidráulica,8,Castilla y León
916,573872.776,0.3741425681800353,2020,Hidráulica,8,Castilla y León
917,414579.573,0.3210661553769484,2020,Hidráulica,8,Castilla y León
918,401794.023,0.2744095327410564,2020,Hidráulica,8,Castilla y León
919,678064.64,0.428118073555623,2020,Hidráulica,8,Castilla y León
920,498813.313,0.3283068085459986,2020,Hidráulica,8,Castilla y León
921,600696.52,0.2836265347767215,2020,Hidráulica,8,Castilla y León
922,860679.118,0.4441913055116135,2020,Hidráulica,8,Castilla y León
923,793402.037,0.2942235785311741,2020,Hidráulica,8,Castilla y León
924,1264624.624,0.5106984734063228,2019,Eólica,8,Castilla y León
925,999361.437,0.5267246045505529,2020,Eólica,8,Castilla y León
926,1362043.934,0.6716453823850582,2020,Eólica,8,Castilla y León
927,778150.173,0.4861647841883921,2020,Eólica,8,Castilla y León
928,799915.256,0.521513409805365,2020,Eólica,8,Castilla y León
929,705226.295,0.5461540074633143,2020,Eólica,8,Castilla y León
930,862085.46,0.5887705011019008,2020,Eólica,8,Castilla y León
931,748195.029,0.4723971662338467,2020,Eólica,8,Castilla y León
932,865353.853,0.5695548902509209,2020,Eólica,8,Castilla y León
933,1384592.364,0.6537529704344368,2020,Eólica,8,Castilla y León
934,1000035.773,0.5161124352585786,2020,Eólica,8,Castilla y León
935,1806458.153,0.6699032236571826,2020,Eólica,8,Castilla y León
936,38982.897,0.0157426208607938,2019,Solar fotovoltaica,8,Castilla y León
937,76383.199,0.0402586179514361,2020,Solar fotovoltaica,8,Castilla y León
938,89462.673,0.0441154574506364,2020,Solar fotovoltaica,8,Castilla y León
939,84007.859,0.0524855793367071,2020,Solar fotovoltaica,8,Castilla y León
940,122611.728,0.0799380432761841,2020,Solar fotovoltaica,8,Castilla y León
941,125719.417,0.0973618878043983,2020,Solar fotovoltaica,8,Castilla y León
942,149627.031,0.1021893838927055,2020,Solar fotovoltaica,8,Castilla y León
943,133562.835,0.0843292220913149,2020,Solar fotovoltaica,8,Castilla y León
944,114774.156,0.0755415620992469,2020,Solar fotovoltaica,8,Castilla y León
945,86940.005,0.0410498338688908,2020,Solar fotovoltaica,8,Castilla y León
946,52719.204,0.0272080634472801,2020,Solar fotovoltaica,8,Castilla y León
947,42567.867,0.0157857801910068,2020,Solar fotovoltaica,8,Castilla y León
948,21746.972,0.0087821676020204,2019,Otras renovables,8,Castilla y León
949,29962.532,0.0157920870615235,2020,Otras renovables,8,Castilla y León
950,27320.824,0.0134723299480256,2020,Otras renovables,8,Castilla y León
951,15868.839,0.0099143725150278,2020,Otras renovables,8,Castilla y León
952,37434.732,0.0244059787384152,2020,Otras renovables,8,Castilla y León
953,45733.747,0.0354179493553389,2020,Otras renovables,8,Castilla y León
954,50706.551,0.0346305822643373,2020,Otras renovables,8,Castilla y León
955,24003.739,0.0151555381192152,2020,Otras renovables,8,Castilla y León
956,40409.785,0.0265967391038337,2020,Otras renovables,8,Castilla y León
957,45684.798,0.0215706609199508,2020,Otras renovables,8,Castilla y León
958,24197.523,0.0124881957825277,2020,Otras renovables,8,Castilla y León
959,54167.644,0.0200874176206364,2020,Otras renovables,8,Castilla y León
960,1156726.799,0.4080999685617893,2020,Hidráulica,8,Castilla y León
961,1448328.696,0.4668487046355222,2021,Hidráulica,8,Castilla y León
962,1206854.01,0.4578788422091416,2021,Hidráulica,8,Castilla y León
963,688403.318,0.4126563925347176,2021,Hidráulica,8,Castilla y León
964,290441.517,0.1796394660684765,2021,Hidráulica,8,Castilla y León
965,437704.852,0.30704791687288,2021,Hidráulica,8,Castilla y León
966,621623.371,0.3659361409128856,2021,Hidráulica,8,Castilla y León
967,890971.875,0.4636017970934266,2021,Hidráulica,8,Castilla y León
968,670404.721,0.4207617930376199,2021,Hidráulica,8,Castilla y León
969,436414.186,0.271740379909345,2021,Hidráulica,8,Castilla y León
970,418506.807,0.2247970285450944,2021,Hidráulica,8,Castilla y León
971,499906.223,0.2367874386618515,2021,Hidráulica,8,Castilla y León
972,1572457.728,0.5547722676748864,2020,Eólica,8,Castilla y León
973,1543768.847,0.4976125160463048,2021,Eólica,8,Castilla y León
974,1236567.347,0.4691520436328417,2021,Eólica,8,Castilla y León
975,803095.193,0.4814072746891566,2021,Eólica,8,Castilla y León
976,1117194.048,0.6909898569273757,2021,Eólica,8,Castilla y León
977,781909.447,0.5485058385520835,2021,Eólica,8,Castilla y León
978,861972.109,0.5074242087046646,2021,Eólica,8,Castilla y León
979,800036.86,0.41628533564764,2021,Eólica,8,Castilla y León
980,741561.983,0.4654217666459617,2021,Eólica,8,Castilla y León
981,983641.903,0.61248060441365,2021,Eólica,8,Castilla y León
982,1301057.976,0.6988511586376535,2021,Eólica,8,Castilla y León
983,1513642.083,0.7169573319841623,2021,Eólica,8,Castilla y León
984,56869.972,0.0200640581729185,2020,Solar fotovoltaica,8,Castilla y León
985,66556.204,0.0214534709618551,2021,Solar fotovoltaica,8,Castilla y León
986,135179.263,0.0512868366183951,2021,Solar fotovoltaica,8,Castilla y León
987,126849.586,0.0760386988042995,2021,Solar fotovoltaica,8,Castilla y León
988,167113.864,0.1033607233968551,2021,Solar fotovoltaica,8,Castilla y León
989,167295.625,0.1173571024481047,2021,Solar fotovoltaica,8,Castilla y León
990,194047.762,0.1142316915543738,2021,Solar fotovoltaica,8,Castilla y León
991,177050.785,0.0921253121517465,2021,Solar fotovoltaica,8,Castilla y León
992,122419.615,0.0768334337406539,2021,Solar fotovoltaica,8,Castilla y León
993,125618.954,0.0782186816534294,2021,Solar fotovoltaica,8,Castilla y León
994,87594.565,0.0470506037162261,2021,Solar fotovoltaica,8,Castilla y León
995,59680.733,0.0282685976976362,2021,Solar fotovoltaica,8,Castilla y León
996,48365.712,0.0170637055904058,2020,Otras renovables,8,Castilla y León
997,43697.575,0.0140853083563177,2021,Otras renovables,8,Castilla y León
998,57149.056,0.0216822775396217,2021,Otras renovables,8,Castilla y León
999,49875.952,0.0298976339718262,2021,Otras renovables,8,Castilla y León
1000,42052.955,0.0260099536072925,2021,Otras renovables,8,Castilla y León
1001,38616.282,0.0270891421269319,2021,Otras renovables,8,Castilla y León
1002,21077.659,0.0124079588280759,2021,Otras renovables,8,Castilla y León
1003,53787.808,0.0279875551071869,2021,Otras renovables,8,Castilla y León
1004,58925.46,0.0369830065757644,2021,Otras renovables,8,Castilla y León
1005,60321.777,0.0375603340235754,2021,Otras renovables,8,Castilla y León
1006,54550.345,0.029301209101026,2021,Otras renovables,8,Castilla y León
1007,37973.421,0.01798663165635,2021,Otras renovables,8,Castilla y León
1008,254632.493,0.3382578107643832,2018,Hidráulica,9,Cataluña
1009,280915.127,0.516400448674331,2019,Hidráulica,9,Cataluña
1010,264679.209,0.4542854274447874,2019,Hidráulica,9,Cataluña
1011,270286.976,0.4435587920712124,2019,Hidráulica,9,Cataluña
1012,438949.715,0.5547087229270825,2019,Hidráulica,9,Cataluña
1013,392444.259,0.548484695224018,2019,Hidráulica,9,Cataluña
1014,276233.133,0.5127857613036476,2019,Hidráulica,9,Cataluña
1015,240480.068,0.5214718567618871,2019,Hidráulica,9,Cataluña
1016,205774.283,0.5045932651705295,2019,Hidráulica,9,Cataluña
1017,213406.628,0.4625149210476277,2019,Hidráulica,9,Cataluña
1018,225881.229,0.3520949458916032,2019,Hidráulica,9,Cataluña
1019,412861.014,0.5467158882346685,2019,Hidráulica,9,Cataluña
1020,445534.857,0.5918555152662414,2018,Eólica,9,Cataluña
1021,207713.901,0.3818361539223752,2019,Eólica,9,Cataluña
1022,250175.771,0.4293922726097623,2019,Eólica,9,Cataluña
1023,279090.639,0.4580061849270266,2019,Eólica,9,Cataluña
1024,279622.0,0.3533633972682193,2019,Eólica,9,Cataluña
1025,247086.79,0.3453313931827219,2019,Eólica,9,Cataluña
1026,187509.829,0.3480841323103763,2019,Eólica,9,Cataluña
1027,149956.649,0.3251752747667245,2019,Eólica,9,Cataluña
1028,138090.687,0.338621666551848,2019,Eólica,9,Cataluña
1029,195757.836,0.4242647986640531,2019,Eólica,9,Cataluña
1030,369782.23,0.576402274947452,2019,Eólica,9,Cataluña
1031,302556.81,0.4006496363461381,2019,Eólica,9,Cataluña
1032,21726.082,0.0288612692246133,2018,Solar fotovoltaica,9,Cataluña
1033,31230.84,0.0574110050986191,2019,Solar fotovoltaica,9,Cataluña
1034,40875.503,0.070157174122338,2019,Solar fotovoltaica,9,Cataluña
1035,35191.025,0.0577507979546444,2019,Solar fotovoltaica,9,Cataluña
1036,45676.235,0.0577218873122341,2019,Solar fotovoltaica,9,Cataluña
1037,46375.775,0.0648153265930503,2019,Solar fotovoltaica,9,Cataluña
1038,45638.895,0.0847218263191919,2019,Solar fotovoltaica,9,Cataluña
1039,43242.737,0.0937702261247529,2019,Solar fotovoltaica,9,Cataluña
1040,36455.069,0.0893939807761446,2019,Solar fotovoltaica,9,Cataluña
1041,28034.752,0.0607595519848138,2019,Solar fotovoltaica,9,Cataluña
1042,21830.874,0.0340291242164102,2019,Solar fotovoltaica,9,Cataluña
1043,14581.572,0.0193091060127023,2019,Solar fotovoltaica,9,Cataluña
1044,5874.725,0.0078040771385087,2018,Solar térmica,9,Cataluña
1045,1035.487,0.0019035142646356,2019,Solar térmica,9,Cataluña
1046,1918.208,0.0032923399782716,2019,Solar térmica,9,Cataluña
1047,1477.3,0.0024243469412555,2019,Solar térmica,9,Cataluña
1048,843.782,0.0010663026302428,2019,Solar térmica,9,Cataluña
1049,4624.362,0.0064630625216396,2019,Solar térmica,9,Cataluña
1050,5060.603,0.0093942574296853,2019,Solar térmica,9,Cataluña
1051,4279.313,0.0092795270490994,2019,Solar térmica,9,Cataluña
1052,3149.447,0.0077229754954924,2019,Solar térmica,9,Cataluña
1053,355.775,0.0007710690505625,2019,Solar térmica,9,Cataluña
1054,190.153,0.0002964031608227,2019,Solar térmica,9,Cataluña
1055,47.08,6.234394419737629e-05,2019,Solar térmica,9,Cataluña
1056,13917.103,0.0184876986338205,2018,Otras renovables,9,Cataluña
1057,12452.348,0.0228908929288414,2019,Otras renovables,9,Cataluña
1058,13688.895,0.0234951039026333,2019,Otras renovables,9,Cataluña
1059,12866.424,0.0211146521825604,2019,Otras renovables,9,Cataluña
1060,13862.238,0.0175179617963558,2019,Otras renovables,9,Cataluña
1061,12126.052,0.0169475123739562,2019,Otras renovables,9,Cataluña
1062,12711.861,0.0235976808780254,2019,Otras renovables,9,Cataluña
1063,10855.451,0.0235396315213853,2019,Otras renovables,9,Cataluña
1064,12213.085,0.0299485453094992,2019,Otras renovables,9,Cataluña
1065,12831.909,0.0278105203837687,2019,Otras renovables,9,Cataluña
1066,14060.319,0.0219166828489483,2019,Otras renovables,9,Cataluña
1067,13826.638,0.0183094126573772,2019,Otras renovables,9,Cataluña
1068,11091.128,0.0147336289724326,2018,Residuos renovables,9,Cataluña
1069,10639.2895,0.0195579851111973,2019,Residuos renovables,9,Cataluña
1070,11289.9715,0.0193776819422071,2019,Residuos renovables,9,Cataluña
1071,10447.6145,0.0171452259233004,2019,Residuos renovables,9,Cataluña
1072,12361.7185,0.0156217280658653,2019,Residuos renovables,9,Cataluña
1073,12849.0695,0.0179580101046139,2019,Residuos renovables,9,Cataluña
1074,11536.793,0.0214163417590734,2019,Residuos renovables,9,Cataluña
1075,12342.151,0.0267634837761505,2019,Residuos renovables,9,Cataluña
1076,12119.707,0.0297195666964861,2019,Residuos renovables,9,Cataluña
1077,11017.9505,0.023879138869174,2019,Residuos renovables,9,Cataluña
1078,9790.189,0.0152605689347633,2019,Residuos renovables,9,Cataluña
1079,11292.4535,0.0149536128049164,2019,Residuos renovables,9,Cataluña
1080,434119.206,0.663721458717251,2019,Hidráulica,9,Cataluña
1081,406285.139,0.5839595175371912,2020,Hidráulica,9,Cataluña
1082,500662.199,0.5985804178848776,2020,Hidráulica,9,Cataluña
1083,613669.748,0.7394649438919824,2020,Hidráulica,9,Cataluña
1084,685757.911,0.7300615866887863,2020,Hidráulica,9,Cataluña
1085,599007.761,0.7126011544605362,2020,Hidráulica,9,Cataluña
1086,387663.473,0.6123043502283294,2020,Hidráulica,9,Cataluña
1087,258781.222,0.5105267170490645,2020,Hidráulica,9,Cataluña
1088,269449.295,0.5270638116799456,2020,Hidráulica,9,Cataluña
1089,328697.622,0.4695141241644054,2020,Hidráulica,9,Cataluña
1090,328941.025,0.640669029257656,2020,Hidráulica,9,Cataluña
1091,322965.905,0.4376575072311753,2020,Hidráulica,9,Cataluña
1092,178517.73,0.2729343611728902,2019,Eólica,9,Cataluña
1093,235595.27,0.3386244954513197,2020,Eólica,9,Cataluña
1094,286130.731,0.3420914398446237,2020,Eólica,9,Cataluña
1095,161111.147,0.1941370674780727,2020,Eólica,9,Cataluña
1096,186869.432,0.1989422095482793,2020,Eólica,9,Cataluña
1097,176770.227,0.2102922132831114,2020,Eólica,9,Cataluña
1098,172086.175,0.27180562757496,2020,Eólica,9,Cataluña
1099,171917.919,0.3391617448540257,2020,Eólica,9,Cataluña
1100,173345.412,0.3390771298397741,2020,Eólica,9,Cataluña
1101,310970.245,0.4441922072145857,2020,Eólica,9,Cataluña
1102,134851.803,0.2626470009985974,2020,Eólica,9,Cataluña
1103,367808.354,0.4984243997843725,2020,Eólica,9,Cataluña
1104,16434.865,0.0251271365580197,2019,Solar fotovoltaica,9,Cataluña
1105,27740.567,0.0398719189222624,2020,Solar fotovoltaica,9,Cataluña
1106,28960.839,0.0346249250403597,2020,Solar fotovoltaica,9,Cataluña
1107,33063.956,0.039841684306698,2020,Solar fotovoltaica,9,Cataluña
1108,42802.705,0.0455679915982362,2020,Solar fotovoltaica,9,Cataluña
1109,41820.541,0.0497512181595326,2020,Solar fotovoltaica,9,Cataluña
1110,46636.543,0.0736612039755175,2020,Solar fotovoltaica,9,Cataluña
1111,41982.718,0.0828240126068214,2020,Solar fotovoltaica,9,Cataluña
1112,35251.004,0.0689537099504565,2020,Solar fotovoltaica,9,Cataluña
1113,30117.976,0.043020740573671,2020,Solar fotovoltaica,9,Cataluña
1114,18316.33,0.0356741922375382,2020,Solar fotovoltaica,9,Cataluña
1115,16917.896,0.0229257766108663,2020,Solar fotovoltaica,9,Cataluña
1116,31.505,4.816774809287519e-05,2019,Solar térmica,9,Cataluña
1117,1114.092,0.0016013005752889,2020,Solar térmica,9,Cataluña
1118,1226.105,0.0014659034469481,2020,Solar térmica,9,Cataluña
1119,1482.45,0.0017863350925238,2020,Solar térmica,9,Cataluña
1120,2686.31,0.0028598601773008,2020,Solar térmica,9,Cataluña
1121,6571.4,0.0078175735462999,2020,Solar térmica,9,Cataluña
1122,10046.567,0.0158682906887138,2020,Solar térmica,9,Cataluña
1123,10316.168,0.0203518606986352,2020,Solar térmica,9,Cataluña
1124,9085.433,0.0177718147221085,2020,Solar térmica,9,Cataluña
1125,5682.275,0.0081166038064196,2020,Solar térmica,9,Cataluña
1126,7080.435,0.0137903608045604,2020,Solar térmica,9,Cataluña
1127,4573.995,0.0061983113969502,2020,Solar térmica,9,Cataluña
1128,13158.289,0.0201176051383986,2019,Otras renovables,9,Cataluña
1129,13172.481,0.0189329978164124,2020,Otras renovables,9,Cataluña
1130,11537.489,0.0137939612791941,2020,Otras renovables,9,Cataluña
1131,13844.861,0.0166828972683158,2020,Otras renovables,9,Cataluña
1132,14437.161,0.0153698798043344,2020,Otras renovables,9,Cataluña
1133,11425.319,0.0135919699869796,2020,Otras renovables,9,Cataluña
1134,11850.395,0.0187173899936248,2020,Otras renovables,9,Cataluña
1135,12464.771,0.0245906506206945,2020,Otras renovables,9,Cataluña
1136,11899.34,0.0232760360233106,2020,Otras renovables,9,Cataluña
1137,12274.596,0.0175331240772162,2020,Otras renovables,9,Cataluña
1138,12825.618,0.0249800894664614,2020,Otras renovables,9,Cataluña
1139,12766.293,0.0172998569956255,2020,Otras renovables,9,Cataluña
1140,11806.765,0.0180512706653475,2019,Residuos renovables,9,Cataluña
1141,11834.4105,0.0170097696975253,2020,Residuos renovables,9,Cataluña
1142,7898.5705,0.0094433525039967,2020,Residuos renovables,9,Cataluña
1143,6711.3275,0.008087071962407,2020,Residuos renovables,9,Cataluña
1144,6761.634,0.0071984721830629,2020,Residuos renovables,9,Cataluña
1145,4998.059,0.0059458705635399,2020,Residuos renovables,9,Cataluña
1146,4839.04,0.0076431375388542,2020,Residuos renovables,9,Cataluña
1147,11427.857,0.0225450141707583,2020,Residuos renovables,9,Cataluña
1148,12196.599,0.0238574977844043,2020,Residuos renovables,9,Cataluña
1149,12337.6565,0.0176232001637017,2020,Residuos renovables,9,Cataluña
1150,11418.4185,0.0222393272351864,2020,Residuos renovables,9,Cataluña
1151,12909.6685,0.01749414798101,2020,Residuos renovables,9,Cataluña
1152,304809.796,0.4067322876096574,2020,Hidráulica,9,Cataluña
1153,281952.551,0.5026822109896987,2021,Hidráulica,9,Cataluña
1154,313921.572,0.5230069430540039,2021,Hidráulica,9,Cataluña
1155,306887.187,0.5735554858245688,2021,Hidráulica,9,Cataluña
1156,424622.167,0.6032719323835264,2021,Hidráulica,9,Cataluña
1157,396508.174,0.6365554378083379,2021,Hidráulica,9,Cataluña
1158,256177.832,0.4587810959571187,2021,Hidráulica,9,Cataluña
1159,240942.055,0.4954176906921663,2021,Hidráulica,9,Cataluña
1160,224538.47,0.5355847781422914,2021,Hidráulica,9,Cataluña
1161,172299.286,0.4739289001903566,2021,Hidráulica,9,Cataluña
1162,141040.659,0.2791354353856557,2021,Hidráulica,9,Cataluña
1163,317869.122,0.4727084417215154,2021,Hidráulica,9,Cataluña
1164,393973.253,0.5257102775322495,2020,Eólica,9,Cataluña
1165,231861.484,0.4133768004832581,2021,Eólica,9,Cataluña
1166,221698.637,0.3693595367718446,2021,Eólica,9,Cataluña
1167,162255.465,0.303246652183515,2021,Eólica,9,Cataluña
1168,203431.583,0.2890206252097285,2021,Eólica,9,Cataluña
1169,151007.973,0.242428662682663,2021,Eólica,9,Cataluña
1170,222029.968,0.3976267238234883,2021,Eólica,9,Cataluña
1171,171972.542,0.3536046856581412,2021,Eólica,9,Cataluña
1172,130254.146,0.3106912498669988,2021,Eólica,9,Cataluña
1173,125566.86,0.3453860154716862,2021,Eólica,9,Cataluña
1174,313649.077,0.6207470405161964,2021,Eólica,9,Cataluña
1175,306349.158,0.4555769122515722,2021,Eólica,9,Cataluña
1176,19291.117,0.025741692855421,2020,Solar fotovoltaica,9,Cataluña
