,Provincias,Ramas de actividad,periodo,Total
1268,37 Salamanca,F. Construcción,2019,426.712
1269,37 Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1.557.796
1270,37 Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.315.417
1271,37 Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1.662.920
1272,37 Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1.470.694
1273,37 Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1.416.690
1274,37 Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1.447.567
1275,37 Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1.956.168
1276,37 Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1.969.395
1277,37 Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2.076.334
1278,37 Salamanca,Valor añadido bruto total,2021,6.595.417
1279,37 Salamanca,Valor añadido bruto total,2020,6.043.150
1280,37 Salamanca,Valor añadido bruto total,2019,6.531.949
1281,37 Salamanca,Impuestos netos sobre los productos,2021,694.442
1282,37 Salamanca,Impuestos netos sobre los productos,2020,579.549
1283,37 Salamanca,Impuestos netos sobre los productos,2019,670.150
1284,37 Salamanca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7.289.859
1285,37 Salamanca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6.622.699
1286,37 Salamanca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7.202.099
1287,38 Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20.786.249
1288,38 Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18.937.445
1289,38 Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,22.968.344
1290,38 Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",2021,483.802
1291,38 Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",2020,454.127
1292,38 Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",2019,473.279
1293,38 Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.209.138
1294,38 Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.118.599
1295,38 Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.165.868
1296,38 Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,2021,457.525
1297,38 Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,2020,431.406
1298,38 Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,2019,467.048
1299,38 Santa Cruz de Tenerife,F. Construcción,2021,1.120.681
1300,38 Santa Cruz de Tenerife,F. Construcción,2020,1.124.156
1301,38 Santa Cruz de Tenerife,F. Construcción,2019,1.439.801
1302,38 Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,5.416.038
1303,38 Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.384.777
1304,38 Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,7.086.295
1305,38 Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4.819.924
1306,38 Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.626.471
1307,38 Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4.925.187
1308,38 Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,5.756.540
1309,38 Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5.572.109
1310,38 Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,5.740.728
1311,38 Santa Cruz de Tenerife,Valor añadido bruto total,2021,18.806.123
1312,38 Santa Cruz de Tenerife,Valor añadido bruto total,2020,17.280.239
1313,38 Santa Cruz de Tenerife,Valor añadido bruto total,2019,20.831.158
1314,38 Santa Cruz de Tenerife,Impuestos netos sobre los productos,2021,1.980.126
1315,38 Santa Cruz de Tenerife,Impuestos netos sobre los productos,2020,1.657.206
1316,38 Santa Cruz de Tenerife,Impuestos netos sobre los productos,2019,2.137.186
1317,38 Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20.786.249
1318,38 Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18.937.445
1319,38 Santa Cruz de Tenerife,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,22.968.344
1320,40 Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.982
1321,40 Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.179.622
1322,40 Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.500.825
1323,40 Segovia,"A. Agricultura, ganadería, silvicultura y pesca",2021,232.663
1324,40 Segovia,"A. Agricultura, ganadería, silvicultura y pesca",2020,222.457
1325,40 Segovia,"A. Agricultura, ganadería, silvicultura y pesca",2019,194.001
1326,40 Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,368.098
1327,40 Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,310.324
1328,40 Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,357.123
1329,40 Segovia,C. - De las cuales: Industria manufacturera,2021,263.149
1330,40 Segovia,C. - De las cuales: Industria manufacturera,2020,236.422
1331,40 Segovia,C. - De las cuales: Industria manufacturera,2019,292.520
1332,40 Segovia,F. Construcción,2021,243.548
1333,40 Segovia,F. Construcción,2020,229.915
1334,40 Segovia,F. Construcción,2019,288.273
1335,40 Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,741.167
1336,40 Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,629.104
1337,40 Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,777.373
1338,40 Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,697.627
1339,40 Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,664.414
1340,40 Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,678.843
1341,40 Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,848.181
1342,40 Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,845.161
1343,40 Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,879.463
1344,40 Segovia,Valor añadido bruto total,2021,3.131.284
1345,40 Segovia,Valor añadido bruto total,2020,2.901.375
1346,40 Segovia,Valor añadido bruto total,2019,3.175.076
1347,40 Segovia,Impuestos netos sobre los productos,2021,329.698
1348,40 Segovia,Impuestos netos sobre los productos,2020,278.247
1349,40 Segovia,Impuestos netos sobre los productos,2019,325.749
1350,40 Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.982
1351,40 Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.179.622
1352,40 Segovia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.500.825
1353,41 Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,40.657.710
1354,41 Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,37.029.412
1355,41 Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,40.538.496
1356,41 Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",2021,2.082.124
1357,41 Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.839.604
1358,41 Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.749.960
1359,41 Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.575.536
1360,41 Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.122.448
1361,41 Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.422.919
1362,41 Sevilla,C. - De las cuales: Industria manufacturera,2021,3.332.648
1363,41 Sevilla,C. - De las cuales: Industria manufacturera,2020,3.221.391
1364,41 Sevilla,C. - De las cuales: Industria manufacturera,2019,3.448.057
1365,41 Sevilla,F. Construcción,2021,2.056.824
1366,41 Sevilla,F. Construcción,2020,1.851.607
1367,41 Sevilla,F. Construcción,2019,2.095.895
1368,41 Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,8.375.772
1369,41 Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,7.158.830
1370,41 Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,9.082.735
1371,41 Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.537.199
1372,41 Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8.078.595
1373,41 Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.459.259
1374,41 Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,10.157.146
1375,41 Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,9.737.903
1376,41 Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,9.955.652
1377,41 Sevilla,Valor añadido bruto total,2021,36.784.601
1378,41 Sevilla,Valor añadido bruto total,2020,33.788.987
1379,41 Sevilla,Valor añadido bruto total,2019,36.766.420
1380,41 Sevilla,Impuestos netos sobre los productos,2021,3.873.109
1381,41 Sevilla,Impuestos netos sobre los productos,2020,3.240.425
1382,41 Sevilla,Impuestos netos sobre los productos,2019,3.772.076
1383,41 Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,40.657.710
1384,41 Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,37.029.412
1385,41 Sevilla,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,40.538.496
1386,42 Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,2.531.565
1387,42 Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,2.285.159
1388,42 Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,2.524.615
1389,42 Soria,"A. Agricultura, ganadería, silvicultura y pesca",2021,226.938
1390,42 Soria,"A. Agricultura, ganadería, silvicultura y pesca",2020,179.112
1391,42 Soria,"A. Agricultura, ganadería, silvicultura y pesca",2019,149.364
1392,42 Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,591.689
1393,42 Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,506.830
1394,42 Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,613.662
1395,42 Soria,C. - De las cuales: Industria manufacturera,2021,472.628
1396,42 Soria,C. - De las cuales: Industria manufacturera,2020,397.766
1397,42 Soria,C. - De las cuales: Industria manufacturera,2019,461.970
1398,42 Soria,F. Construcción,2021,138.512
1399,42 Soria,F. Construcción,2020,126.818
1400,42 Soria,F. Construcción,2019,150.055
1401,42 Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,427.380
1402,42 Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,380.484
1403,42 Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,457.650
1404,42 Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,362.182
1405,42 Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,345.380
1406,42 Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,348.982
1407,42 Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,543.704
1408,42 Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,546.562
1409,42 Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,569.989
1410,42 Soria,Valor añadido bruto total,2021,2.290.405
1411,42 Soria,Valor añadido bruto total,2020,2.085.186
1412,42 Soria,Valor añadido bruto total,2019,2.289.702
1413,42 Soria,Impuestos netos sobre los productos,2021,241.160
1414,42 Soria,Impuestos netos sobre los productos,2020,199.973
1415,42 Soria,Impuestos netos sobre los productos,2019,234.913
1416,42 Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,2.531.565
1417,42 Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,2.285.159
1418,42 Soria,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,2.524.615
1419,43 Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,24.421.364
1420,43 Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.388.438
1421,43 Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.643.977
1422,43 Tarragona,"A. Agricultura, ganadería, silvicultura y pesca",2021,304.144
1423,43 Tarragona,"A. Agricultura, ganadería, silvicultura y pesca",2020,285.126
1424,43 Tarragona,"A. Agricultura, ganadería, silvicultura y pesca",2019,275.092
1425,43 Tarragona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,6.058.988
1426,43 Tarragona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4.623.638
1427,43 Tarragona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.643.209
1428,43 Tarragona,C. - De las cuales: Industria manufacturera,2021,4.432.889
1429,43 Tarragona,C. - De las cuales: Industria manufacturera,2020,3.073.306
1430,43 Tarragona,C. - De las cuales: Industria manufacturera,2019,3.931.959
1431,43 Tarragona,F. Construcción,2021,1.137.251
1432,43 Tarragona,F. Construcción,2020,1.034.332
1433,43 Tarragona,F. Construcción,2019,1.257.329
1434,43 Tarragona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4.775.156
1435,43 Tarragona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.051.876
1436,43 Tarragona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5.363.353
1437,43 Tarragona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5.643.875
1438,43 Tarragona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5.373.009
1439,43 Tarragona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.500.715
1440,43 Tarragona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4.175.538
1441,43 Tarragona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4.148.766
1442,43 Tarragona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4.311.176
1443,43 Tarragona,Valor añadido bruto total,2021,22.094.952
1444,43 Tarragona,Valor añadido bruto total,2020,19.516.747
1445,43 Tarragona,Valor añadido bruto total,2019,22.350.874
1446,43 Tarragona,Impuestos netos sobre los productos,2021,2.326.412
1447,43 Tarragona,Impuestos netos sobre los productos,2020,1.871.691
1448,43 Tarragona,Impuestos netos sobre los productos,2019,2.293.103
1449,43 Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,24.421.364
1450,43 Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.388.438
1451,43 Tarragona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.643.977
1452,44 Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.089
1453,44 Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.098.690
1454,44 Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.394.776
1455,44 Teruel,"A. Agricultura, ganadería, silvicultura y pesca",2021,240.062
1456,44 Teruel,"A. Agricultura, ganadería, silvicultura y pesca",2020,209.804
1457,44 Teruel,"A. Agricultura, ganadería, silvicultura y pesca",2019,202.928
1458,44 Teruel,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,514.273
1459,44 Teruel,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,364.567
1460,44 Teruel,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,477.488
1461,44 Teruel,C. - De las cuales: Industria manufacturera,2021,290.373
1462,44 Teruel,C. - De las cuales: Industria manufacturera,2020,272.103
1463,44 Teruel,C. - De las cuales: Industria manufacturera,2019,311.877
1464,44 Teruel,F. Construcción,2021,235.976
1465,44 Teruel,F. Construcción,2020,229.192
1466,44 Teruel,F. Construcción,2019,263.793
1467,44 Teruel,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,688.024
1468,44 Teruel,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,605.303
1469,44 Teruel,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,716.500
1470,44 Teruel,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,551.729
1471,44 Teruel,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,534.414
1472,44 Teruel,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,537.641
1473,44 Teruel,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,900.412
1474,44 Teruel,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,884.245
1475,44 Teruel,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,880.545
1476,44 Teruel,Valor añadido bruto total,2021,3.130.476
1477,44 Teruel,Valor añadido bruto total,2020,2.827.525
1478,44 Teruel,Valor añadido bruto total,2019,3.078.895
1479,44 Teruel,Impuestos netos sobre los productos,2021,329.613
1480,44 Teruel,Impuestos netos sobre los productos,2020,271.165
1481,44 Teruel,Impuestos netos sobre los productos,2019,315.881
1482,44 Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.460.089
1483,44 Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.098.690
1484,44 Teruel,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.394.776
1485,45 Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,13.258.842
1486,45 Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12.252.188
1487,45 Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,13.173.524
1488,45 Toledo,"A. Agricultura, ganadería, silvicultura y pesca",2021,728.117
1489,45 Toledo,"A. Agricultura, ganadería, silvicultura y pesca",2020,801.305
1490,45 Toledo,"A. Agricultura, ganadería, silvicultura y pesca",2019,701.934
1491,45 Toledo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2.569.685
1492,45 Toledo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2.356.947
1493,45 Toledo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2.581.305
1494,45 Toledo,C. - De las cuales: Industria manufacturera,2021,2.074.329
1495,45 Toledo,C. - De las cuales: Industria manufacturera,2020,1.911.627
1496,45 Toledo,C. - De las cuales: Industria manufacturera,2019,2.110.331
1497,45 Toledo,F. Construcción,2021,897.664
1498,45 Toledo,F. Construcción,2020,815.358
1499,45 Toledo,F. Construcción,2019,915.925
1500,45 Toledo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.331.401
1501,45 Toledo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.944.149
1502,45 Toledo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2.387.686
